Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total
CHF,2025-01-07,7868,45756,-2639.0,2436.0,-37888,Forex,53624
GBP,2025-08-19,81303,106488,7567.0,-6341.0,-25185,Forex,187791
GBP,2025-08-12,73736,112829,8101.0,13891.0,-39093,Forex,186565
GBP,2025-08-05,65635,98938,-22164.0,-889.0,-33303,Forex,164573
GBP,2025-07-29,87799,99827,-5961.0,6637.0,-12028,Forex,187626
GBP,2025-07-22,93760,93190,-7220.0,21401.0,570,Forex,186950
GBP,2025-07-15,100980,71789,-7039.0,-3036.0,29191,Forex,172769
GBP,2025-07-08,108019,74825,869.0,-926.0,33194,Forex,182844
GBP,2025-07-01,107150,75751,7302.0,10298.0,31399,Forex,182901
GBP,2025-06-24,99848,65453,-6434.0,2028.0,34395,Forex,165301
GBP,2025-06-17,106282,63425,-4794.0,3983.0,42857,Forex,169707
GBP,2025-06-10,111076,59442,7404.0,-9015.0,51634,Forex,170518
GBP,2025-06-03,103672,68457,1281.0,1445.0,35215,Forex,172129
GBP,2025-05-27,102391,67012,14247.0,2861.0,35379,Forex,169403
GBP,2025-05-20,88144,64151,-1396.0,1827.0,23993,Forex,152295
GBP,2025-05-13,89540,62324,-4844.0,-2825.0,27216,Forex,151864
GBP,2025-05-06,94384,65149,3320.0,-1956.0,29235,Forex,159533
GBP,2025-04-29,91064,67105,-2957.0,-6426.0,23959,Forex,158169
GBP,2025-04-22,94021,73531,8313.0,-5668.0,20490,Forex,167552
GBP,2025-04-15,85708,79199,-6025.0,4776.0,6509,Forex,164907
GBP,2025-04-08,91733,74423,-13253.0,4063.0,17310,Forex,166156
GBP,2025-04-01,104986,70360,-4030.0,5627.0,34626,Forex,175346
GBP,2025-03-25,109016,64733,13075.0,-1806.0,44283,Forex,173749
GBP,2025-03-18,95941,66539,1155.0,946.0,29402,Forex,162480
GBP,2025-03-11,94786,65593,12920.0,2301.0,29193,Forex,160379
GBP,2025-03-04,81866,63292,7777.0,-6334.0,18574,Forex,145158
GBP,2025-02-25,74089,69626,525.0,-4517.0,4463,Forex,143715
GBP,2025-02-18,73564,74143,4477.0,1888.0,-579,Forex,147707
GBP,2025-02-11,69087,72255,3645.0,-4510.0,-3168,Forex,141342
GBP,2025-02-04,65442,76765,6111.0,-4238.0,-11323,Forex,142207
GBP,2025-01-28,59331,81003,-16365.0,-2950.0,-21672,Forex,140334
GBP,2025-01-21,75696,83953,-4861.0,3834.0,-8257,Forex,159649
GBP,2025-01-14,80557,80119,-786.0,13282.0,438,Forex,160676
GBP,2025-01-07,81343,66837,-4859.0,1470.0,14506,Forex,148180
JPY,2025-08-19,168363,90782,3670.0,323.0,77581,Forex,259145
JPY,2025-08-12,164693,90459,4435.0,12207.0,74234,Forex,255152
JPY,2025-08-05,160258,78252,-1864.0,5373.0,82006,Forex,238510
JPY,2025-07-29,162122,72879,-2289.0,15113.0,89243,Forex,235001
JPY,2025-07-22,164411,57766,-1033.0,-4096.0,106645,Forex,222177
JPY,2025-07-15,165444,61862,-748.0,11825.0,103582,Forex,227306
JPY,2025-07-08,166192,50037,-4432.0,6751.0,116155,Forex,216229
JPY,2025-07-01,170624,43286,-7779.0,-2840.0,127338,Forex,213910
JPY,2025-06-24,178403,46126,2802.0,1402.0,132277,Forex,224529
JPY,2025-06-17,175601,44724,-8594.0,5124.0,130877,Forex,220325
JPY,2025-06-10,184195,39600,-5319.0,1235.0,144595,Forex,223795
JPY,2025-06-03,189514,38365,-2288.0,10575.0,151149,Forex,227879
JPY,2025-05-27,191802,27790,-2708.0,610.0,164012,Forex,219592
JPY,2025-05-20,194510,27180,284.0,5222.0,167330,Forex,221690
JPY,2025-05-13,194226,21958,-9782.0,-5191.0,172268,Forex,216184
JPY,2025-05-06,204008,27149,1211.0,3564.0,176859,Forex,231157
JPY,2025-04-29,202797,23585,424.0,-974.0,179212,Forex,226382
JPY,2025-04-22,202373,24559,3813.0,-2146.0,177814,Forex,226932
JPY,2025-04-15,198560,26705,22005.0,-2783.0,171855,Forex,225265
JPY,2025-04-08,176555,29488,14989.0,-10304.0,147067,Forex,206043
JPY,2025-04-01,161566,39792,1092.0,4694.0,121774,Forex,201358
JPY,2025-03-25,160474,35098,-4278.0,-6690.0,125376,Forex,195572
JPY,2025-03-18,164752,41788,-12038.0,-1100.0,122964,Forex,206540
JPY,2025-03-11,176790,42888,-7165.0,-7416.0,133902,Forex,219678
JPY,2025-03-04,183955,50304,12204.0,-25467.0,133651,Forex,234259
JPY,2025-02-25,171751,75771,24185.0,-11226.0,95980,Forex,247522
JPY,2025-02-18,147566,86997,3408.0,-2546.0,60569,Forex,234563
JPY,2025-02-11,144158,89543,39474.0,3627.0,54615,Forex,233701
JPY,2025-02-04,104684,85916,7875.0,-11852.0,18768,Forex,190600
JPY,2025-01-28,96809,97768,2652.0,-11062.0,-959,Forex,194577
JPY,2025-01-21,94157,108830,2723.0,-12015.0,-14673,Forex,202987
JPY,2025-01-14,91434,120845,228.0,9450.0,-29411,Forex,212279
JPY,2025-01-07,91206,111395,-4913.0,6833.0,-20189,Forex,202601
USD,2025-08-19,11359,17347,-1370.0,-1629.0,-5988,Forex,28706
USD,2025-08-12,12729,18976,1330.0,547.0,-6247,Forex,31705
USD,2025-08-05,11399,18429,-2561.0,313.0,-7030,Forex,29828
USD,2025-07-29,13960,18116,-2965.0,-2260.0,-4156,Forex,32076
USD,2025-07-22,16925,20376,663.0,449.0,-3451,Forex,37301
USD,2025-07-15,16262,19927,54.0,-267.0,-3665,Forex,36189
USD,2025-07-08,16208,20194,-665.0,-961.0,-3986,Forex,36402
USD,2025-07-01,16873,21155,3590.0,1838.0,-4282,Forex,38028
USD,2025-06-24,13283,19317,68.0,3134.0,-6034,Forex,32600
USD,2025-06-17,13215,16183,-3812.0,558.0,-2968,Forex,29398
USD,2025-06-10,17027,15625,1279.0,494.0,1402,Forex,32652
USD,2025-06-03,15748,15131,-2658.0,-3361.0,617,Forex,30879
USD,2025-05-27,18406,18492,823.0,363.0,-86,Forex,36898
USD,2025-05-20,17583,18129,2044.0,1975.0,-546,Forex,35712
USD,2025-05-13,15539,16154,-5712.0,-6205.0,-615,Forex,31693
USD,2025-05-06,21251,22359,2158.0,2817.0,-1108,Forex,43610
USD,2025-04-29,19093,19542,397.0,-128.0,-449,Forex,38635
USD,2025-04-22,18696,19670,2974.0,5776.0,-974,Forex,38366
USD,2025-04-15,15722,13894,235.0,1320.0,1828,Forex,29616
USD,2025-04-08,15487,12574,-8153.0,-4025.0,2913,Forex,28061
USD,2025-04-01,23640,16599,941.0,1368.0,7041,Forex,40239
USD,2025-03-25,22699,15231,-958.0,-1238.0,7468,Forex,37930
USD,2025-03-18,23657,16469,-4312.0,5335.0,7188,Forex,40126
USD,2025-03-11,27969,11134,184.0,-1913.0,16835,Forex,39103
USD,2025-03-04,27785,13047,1879.0,2873.0,14738,Forex,40832
USD,2025-02-25,25906,10174,-823.0,213.0,15732,Forex,36080
USD,2025-02-18,26729,9961,468.0,-1004.0,16768,Forex,36690
USD,2025-02-11,26261,10965,1058.0,301.0,15296,Forex,37226
USD,2025-02-04,25203,10664,-169.0,-508.0,14539,Forex,35867
USD,2025-01-28,25372,11172,-3439.0,-2767.0,14200,Forex,36544
USD,2025-01-21,28811,13939,-701.0,-2844.0,14872,Forex,42750
USD,2025-01-14,29512,16783,1554.0,-2530.0,12729,Forex,46295
USD,2025-01-07,27958,19313,1360.0,-408.0,8645,Forex,47271
EUR,2025-08-19,252719,133974,6420.0,3106.0,118745,Forex,386693
EUR,2025-08-12,246299,130868,-1058.0,-530.0,115431,Forex,377167
EUR,2025-08-05,247357,131398,-1484.0,5916.0,115959,Forex,378755
EUR,2025-07-29,248841,125482,461.0,2617.0,123359,Forex,374323
EUR,2025-07-22,248380,122865,6284.0,8990.0,125515,Forex,371245
EUR,2025-07-15,242096,113875,971.0,-6654.0,128221,Forex,355971
EUR,2025-07-08,241125,120529,16146.0,3087.0,120596,Forex,361654
EUR,2025-07-01,224979,117442,1188.0,4786.0,107537,Forex,342421
EUR,2025-06-24,223791,112656,2980.0,-6602.0,111135,Forex,336447
EUR,2025-06-17,220811,119258,12057.0,3529.0,101553,Forex,340069
EUR,2025-06-10,208754,115729,5968.0,-4293.0,93025,Forex,324483
EUR,2025-06-03,202786,120022,-1540.0,-4830.0,82764,Forex,322808
EUR,2025-05-27,204326,124852,-1716.0,-6737.0,79474,Forex,329178
EUR,2025-05-20,206042,131589,-3507.0,6814.0,74453,Forex,337631
EUR,2025-05-13,209549,124775,15357.0,6302.0,84774,Forex,334324
EUR,2025-05-06,194192,118473,-2196.0,-2118.0,75719,Forex,312665
EUR,2025-04-29,196388,120591,183.0,-10586.0,75797,Forex,316979
EUR,2025-04-22,196205,131177,-898.0,3354.0,65028,Forex,327382
EUR,2025-04-15,197103,127823,6807.0,-2493.0,69280,Forex,324926
EUR,2025-04-08,190296,130316,7049.0,-1096.0,59980,Forex,320612
EUR,2025-04-01,183247,131412,-6549.0,7141.0,51835,Forex,314659
EUR,2025-03-25,189796,124271,844.0,-5256.0,65525,Forex,314067
EUR,2025-03-18,188952,129527,305.0,-46030.0,59425,Forex,318479
EUR,2025-03-11,188647,175557,3424.0,-19772.0,13090,Forex,364204
EUR,2025-03-04,185223,195329,2524.0,-12795.0,-10106,Forex,380552
EUR,2025-02-25,182699,208124,12379.0,-13616.0,-25425,Forex,390823
EUR,2025-02-18,170320,221740,4726.0,-8279.0,-51420,Forex,392060
EUR,2025-02-11,165594,230019,3040.0,8851.0,-64425,Forex,395613
EUR,2025-02-04,162554,221168,8894.0,904.0,-58614,Forex,383722
EUR,2025-01-28,153660,220264,-14005.0,-9887.0,-66604,Forex,373924
EUR,2025-01-21,167665,230151,4905.0,6994.0,-62486,Forex,397816
EUR,2025-01-14,162760,223157,-3743.0,-7470.0,-60397,Forex,385917
EUR,2025-01-07,166503,230627,-2303.0,-7743.0,-64124,Forex,397130
NZD,2025-08-19,12986,17056,1826.0,1209.0,-4070,Forex,30042
NZD,2025-08-12,11160,15847,75.0,-71.0,-4687,Forex,27007
NZD,2025-08-05,11085,15918,-1995.0,747.0,-4833,Forex,27003
NZD,2025-07-29,13080,15171,1125.0,54.0,-2091,Forex,28251
NZD,2025-07-22,11955,15117,-4668.0,2129.0,-3162,Forex,27072
NZD,2025-07-15,16623,12988,-2361.0,-1075.0,3635,Forex,29611
NZD,2025-07-08,18984,14063,669.0,-102.0,4921,Forex,33047
NZD,2025-07-01,18315,14165,-304.0,-1684.0,4150,Forex,32480
NZD,2025-06-24,18619,15849,4048.0,5.0,2770,Forex,34468
NZD,2025-06-17,14571,15844,5259.0,-14703.0,-1273,Forex,30415
NZD,2025-06-10,9312,30547,-219.0,-2658.0,-21235,Forex,39859
NZD,2025-06-03,9531,33205,438.0,-274.0,-23674,Forex,42736
NZD,2025-05-27,9093,33479,-888.0,-154.0,-24386,Forex,42572
NZD,2025-05-20,9981,33633,-226.0,814.0,-23652,Forex,43614
NZD,2025-05-13,10207,32819,19.0,-504.0,-22612,Forex,43026
NZD,2025-05-06,10188,33323,-1982.0,-370.0,-23135,Forex,43511
NZD,2025-04-29,12170,33693,2273.0,-3099.0,-21523,Forex,45863
NZD,2025-04-22,9897,36792,1136.0,-5047.0,-26895,Forex,46689
NZD,2025-04-15,8761,41839,826.0,-5248.0,-33078,Forex,50600
NZD,2025-04-08,7935,47087,-3229.0,-9125.0,-39152,Forex,55022
NZD,2025-04-01,11164,56212,-2271.0,1210.0,-45048,Forex,67376
NZD,2025-03-25,13435,55002,-2519.0,-1396.0,-41567,Forex,68437
NZD,2025-03-18,15954,56398,-328.0,-12815.0,-40444,Forex,72352
NZD,2025-03-11,16282,69213,-1561.0,-4395.0,-52931,Forex,85495
NZD,2025-03-04,17843,73608,4215.0,6271.0,-55765,Forex,91451
NZD,2025-02-25,13628,67337,580.0,2126.0,-53709,Forex,80965
NZD,2025-02-18,13048,65211,1830.0,4657.0,-52163,Forex,78259
NZD,2025-02-11,11218,60554,2891.0,3137.0,-49336,Forex,71772
NZD,2025-02-04,8327,57417,429.0,2488.0,-49090,Forex,65744
NZD,2025-01-28,7898,54929,-1040.0,-5232.0,-47031,Forex,62827
NZD,2025-01-21,8938,60161,-1983.0,-2849.0,-51223,Forex,69099
NZD,2025-01-14,10921,63010,482.0,-2053.0,-52089,Forex,73931
NZD,2025-01-07,10439,65063,-2327.0,3982.0,-54624,Forex,75502
US30,2025-08-19,12445,15386,1470.0,1907.0,-2941,Indices,27831
US30,2025-08-12,10975,13479,1205.0,-206.0,-2504,Indices,24454
US30,2025-08-05,9770,13685,-2173.0,-1203.0,-3915,Indices,23455
US30,2025-07-29,11943,14888,-1611.0,1936.0,-2945,Indices,26831
US30,2025-07-22,13554,12952,-1992.0,938.0,602,Indices,26506
US30,2025-07-15,15546,12014,399.0,1170.0,3532,Indices,27560
US30,2025-07-08,15147,10844,-1242.0,599.0,4303,Indices,25991
US30,2025-07-01,16389,10245,1439.0,1681.0,6144,Indices,26634
US30,2025-06-24,14950,8564,-5226.0,-430.0,6386,Indices,23514
US30,2025-06-17,20176,8994,1536.0,674.0,11182,Indices,29170
US30,2025-06-10,18640,8320,1181.0,1838.0,10320,Indices,26960
US30,2025-06-03,17459,6482,892.0,1093.0,10977,Indices,23941
US30,2025-05-27,16567,5389,2450.0,-581.0,11178,Indices,21956
US30,2025-05-20,14117,5970,858.0,-175.0,8147,Indices,20087
US30,2025-05-13,13259,6145,565.0,-754.0,7114,Indices,19404
US30,2025-05-06,12694,6899,-508.0,-754.0,5795,Indices,19593
US30,2025-04-29,13202,7653,3579.0,-1083.0,5549,Indices,20855
US30,2025-04-22,9623,8736,1201.0,555.0,887,Indices,18359
US30,2025-04-15,8422,8181,-770.0,309.0,241,Indices,16603
US30,2025-04-08,9192,7872,-654.0,-4578.0,1320,Indices,17064
US30,2025-04-01,9846,12450,952.0,-650.0,-2604,Indices,22296
US30,2025-03-25,8894,13100,-1839.0,3640.0,-4206,Indices,21994
US30,2025-03-18,10733,9460,-2218.0,-1419.0,1273,Indices,20193
US30,2025-03-11,12951,10879,-2276.0,-3238.0,2072,Indices,23830
US30,2025-03-04,15227,14117,-1059.0,-3080.0,1110,Indices,29344
US30,2025-02-25,16286,17197,2054.0,1921.0,-911,Indices,33483
US30,2025-02-18,14232,15276,53.0,3974.0,-1044,Indices,29508
US30,2025-02-11,14179,11302,974.0,-182.0,2877,Indices,25481
US30,2025-02-04,13205,11484,-1498.0,-1485.0,1721,Indices,24689
US30,2025-01-28,14703,12969,1326.0,1919.0,1734,Indices,27672
US30,2025-01-21,13377,11050,-1302.0,-2183.0,2327,Indices,24427
US30,2025-01-14,14679,13233,-1043.0,270.0,1446,Indices,27912
US30,2025-01-07,15722,12963,-1686.0,195.0,2759,Indices,28685
