Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total
BTC,2025-08-19,23064,24264,-374.0,84.0,-1200,Crypto,47328
BTC,2025-08-12,23438,24180,399.0,-360.0,-742,Crypto,47618
BTC,2025-08-05,23039,24540,-812.0,-319.0,-1501,Crypto,47579
BTC,2025-07-29,23851,24859,-596.0,-1440.0,-1008,Crypto,48710
BTC,2025-07-22,24447,26299,165.0,-469.0,-1852,Crypto,50746
BTC,2025-07-15,24282,26768,268.0,318.0,-2486,Crypto,51050
BTC,2025-07-08,24014,26450,-172.0,508.0,-2436,Crypto,50464
BTC,2025-07-01,24186,25942,-46.0,-451.0,-1756,Crypto,50128
BTC,2025-06-24,24232,26393,-132.0,245.0,-2161,Crypto,50625
BTC,2025-06-17,24364,26148,-417.0,-642.0,-1784,Crypto,50512
BTC,2025-06-10,24781,26790,697.0,394.0,-2009,Crypto,51571
BTC,2025-06-03,24084,26396,-462.0,-424.0,-2312,Crypto,50480
BTC,2025-05-27,24546,26820,404.0,726.0,-2274,Crypto,51366
BTC,2025-05-20,24142,26094,689.0,1814.0,-1952,Crypto,50236
BTC,2025-05-13,23453,24280,517.0,-437.0,-827,Crypto,47733
BTC,2025-05-06,22936,24717,581.0,1131.0,-1781,Crypto,47653
BTC,2025-04-29,22355,23586,-703.0,-278.0,-1231,Crypto,45941
BTC,2025-04-22,23058,23864,2411.0,3803.0,-806,Crypto,46922
BTC,2025-04-15,20647,20061,-1741.0,-995.0,586,Crypto,40708
BTC,2025-04-08,22388,21056,-985.0,-1826.0,1332,Crypto,43444
BTC,2025-04-01,23373,22882,-1003.0,-315.0,491,Crypto,46255
BTC,2025-03-25,24376,23197,-865.0,-203.0,1179,Crypto,47573
BTC,2025-03-18,25241,23400,756.0,444.0,1841,Crypto,48641
BTC,2025-03-11,24485,22956,16.0,-899.0,1529,Crypto,47441
BTC,2025-03-04,24469,23855,-1268.0,-1678.0,614,Crypto,48324
BTC,2025-02-25,25737,25533,-1630.0,-2201.0,204,Crypto,51270
BTC,2025-02-18,27367,27734,565.0,565.0,-367,Crypto,55101
BTC,2025-02-11,26802,27169,-768.0,385.0,-367,Crypto,53971
BTC,2025-02-04,27570,26784,-1023.0,-644.0,786,Crypto,54354
BTC,2025-01-28,28593,27428,-528.0,-954.0,1165,Crypto,56021
BTC,2025-01-21,29121,28382,155.0,751.0,739,Crypto,57503
BTC,2025-01-14,28966,27631,-80.0,-225.0,1335,Crypto,56597
BTC,2025-01-07,29046,27856,1218.0,-291.0,1190,Crypto,56902
SP500,2025-08-19,222602,397664,-1051.0,-21945.0,-175062,Indices,620266
SP500,2025-08-12,223653,419609,-9675.0,43184.0,-195956,Indices,643262
SP500,2025-08-05,233328,376425,-156.0,-16579.0,-143097,Indices,609753
SP500,2025-07-29,233484,393003,12513.0,6570.0,-159519,Indices,626487
SP500,2025-07-22,220971,386433,-12694.0,-12884.0,-165462,Indices,607404
SP500,2025-07-15,233665,399317,616.0,29230.0,-165652,Indices,632982
SP500,2025-07-08,233049,370088,-11979.0,42035.0,-137039,Indices,603137
SP500,2025-07-01,245028,328053,32644.0,-29677.0,-83025,Indices,573081
SP500,2025-06-24,212384,357729,-9216.0,-41365.0,-145345,Indices,570113
SP500,2025-06-17,221600,399094,6229.0,55754.0,-177494,Indices,620694
SP500,2025-06-10,215371,343340,-34983.0,23360.0,-127969,Indices,558711
SP500,2025-06-03,250353,319981,-6033.0,11248.0,-69628,Indices,570334
SP500,2025-05-27,256386,308733,12817.0,-30235.0,-52347,Indices,565119
SP500,2025-05-20,243569,338968,2379.0,-22113.0,-95399,Indices,582537
SP500,2025-05-13,241190,361081,-8327.0,32554.0,-119891,Indices,602271
SP500,2025-05-06,249517,328527,10676.0,10456.0,-79010,Indices,578044
SP500,2025-04-29,238841,318072,-23488.0,-20132.0,-79231,Indices,556913
SP500,2025-04-22,262329,338204,8754.0,20607.0,-75875,Indices,600533
SP500,2025-04-15,253575,317597,-66269.0,-33300.0,-64022,Indices,571172
SP500,2025-04-08,319844,350897,19909.0,29871.0,-31053,Indices,670741
SP500,2025-04-01,299935,321026,36495.0,3362.0,-21091,Indices,620961
SP500,2025-03-25,263440,317664,-78600.0,50916.0,-54224,Indices,581104
SP500,2025-03-18,342040,266748,-38085.0,-28066.0,75292,Indices,608788
SP500,2025-03-11,380126,294814,14584.0,-35916.0,85312,Indices,674940
SP500,2025-03-04,365541,330730,65472.0,-2059.0,34811,Indices,696271
SP500,2025-02-25,300070,332789,-13775.0,-21105.0,-32719,Indices,632859
SP500,2025-02-18,313845,353895,-20552.0,2642.0,-40050,Indices,667740
SP500,2025-02-11,334397,351253,27474.0,38258.0,-16856,Indices,685650
SP500,2025-02-04,306922,312995,57922.0,6093.0,-6073,Indices,619917
SP500,2025-01-28,249000,306901,-13139.0,-33235.0,-57901,Indices,555901
SP500,2025-01-21,262139,340136,5744.0,50886.0,-77997,Indices,602275
SP500,2025-01-14,256396,289250,-7688.0,-38371.0,-32854,Indices,545646
SP500,2025-01-07,264084,327621,3212.0,9498.0,-63537,Indices,591705
NAS100,2025-08-19,87625,53780,-10290.0,-1823.0,33845,Indices,141405
NAS100,2025-08-12,97915,55603,11364.0,2888.0,42312,Indices,153518
NAS100,2025-08-05,86551,52715,1541.0,2659.0,33836,Indices,139266
NAS100,2025-07-29,85010,50056,8581.0,4355.0,34954,Indices,135066
NAS100,2025-07-22,76429,45701,-9468.0,-5304.0,30728,Indices,122130
NAS100,2025-07-15,85897,51005,4350.0,669.0,34892,Indices,136902
NAS100,2025-07-08,81547,50336,3324.0,-751.0,31211,Indices,131883
NAS100,2025-07-01,78223,51087,1571.0,-9056.0,27136,Indices,129310
NAS100,2025-06-24,76652,60143,-6517.0,-7332.0,16509,Indices,136795
NAS100,2025-06-17,83169,67475,-864.0,1169.0,15694,Indices,150644
NAS100,2025-06-10,84033,66306,1244.0,-1813.0,17727,Indices,150339
NAS100,2025-06-03,82789,68119,-2237.0,125.0,14670,Indices,150908
NAS100,2025-05-27,85026,67994,2389.0,-113.0,17032,Indices,153020
NAS100,2025-05-20,82637,68107,-3083.0,1934.0,14530,Indices,150744
NAS100,2025-05-13,85720,66173,629.0,13929.0,19547,Indices,151893
NAS100,2025-05-06,85091,52244,8065.0,6081.0,32847,Indices,137335
NAS100,2025-04-29,77026,46163,363.0,7180.0,30863,Indices,123189
NAS100,2025-04-22,76663,38983,4099.0,-1787.0,37680,Indices,115646
NAS100,2025-04-15,72564,40770,-993.0,-8523.0,31794,Indices,113334
NAS100,2025-04-08,73557,49293,3137.0,-5949.0,24264,Indices,122850
NAS100,2025-04-01,70420,55242,8653.0,2164.0,15178,Indices,125662
NAS100,2025-03-25,61767,53078,-14724.0,-417.0,8689,Indices,114845
NAS100,2025-03-18,76491,53495,-6094.0,-6361.0,22996,Indices,129986
NAS100,2025-03-11,82585,59856,-164.0,-1127.0,22729,Indices,142441
NAS100,2025-03-04,82749,60983,-1133.0,2878.0,21766,Indices,143732
NAS100,2025-02-25,83882,58105,-4035.0,-19984.0,25777,Indices,141987
NAS100,2025-02-18,87917,78089,14406.0,18014.0,9828,Indices,166006
NAS100,2025-02-11,73511,60075,-2293.0,3249.0,13436,Indices,133586
NAS100,2025-02-04,75804,56826,-9883.0,1830.0,18978,Indices,132630
NAS100,2025-01-28,85687,54996,14184.0,1982.0,30691,Indices,140683
NAS100,2025-01-21,71503,53014,8654.0,699.0,18489,Indices,124517
NAS100,2025-01-14,62849,52315,-7926.0,310.0,10534,Indices,115164
NAS100,2025-01-07,70775,52005,-2594.0,2544.0,18770,Indices,122780
AUD,2025-08-19,31668,126555,6037.0,13019.0,-94887,Forex,158223
AUD,2025-08-12,25631,113536,1643.0,5988.0,-87905,Forex,139167
AUD,2025-08-05,23988,107548,-2518.0,2948.0,-83560,Forex,131536
AUD,2025-07-29,26506,104600,1440.0,-1721.0,-78094,Forex,131106
AUD,2025-07-22,25066,106321,3833.0,10169.0,-81255,Forex,131387
AUD,2025-07-15,21233,96152,-2039.0,-1434.0,-74919,Forex,117385
AUD,2025-07-08,23272,97586,-2267.0,1957.0,-74314,Forex,120858
AUD,2025-07-01,25539,95629,2290.0,-182.0,-70090,Forex,121168
AUD,2025-06-24,23249,95811,2055.0,5227.0,-72562,Forex,119060
AUD,2025-06-17,21194,90584,-2803.0,-3357.0,-69390,Forex,111778
AUD,2025-06-10,23997,93941,28.0,6817.0,-69944,Forex,117938
AUD,2025-06-03,23969,87124,2397.0,4372.0,-63155,Forex,111093
AUD,2025-05-27,21572,82752,575.0,2678.0,-61180,Forex,104324
AUD,2025-05-20,20997,80074,-4510.0,5221.0,-59077,Forex,101071
AUD,2025-05-13,25507,74853,-736.0,238.0,-49346,Forex,100360
AUD,2025-05-06,26243,74615,-359.0,-1930.0,-48372,Forex,100858
AUD,2025-04-29,26602,76545,-573.0,-5212.0,-49943,Forex,103147
AUD,2025-04-22,27175,81757,7435.0,3169.0,-54582,Forex,108932
AUD,2025-04-15,19740,78588,-8753.0,-13205.0,-58848,Forex,98328
AUD,2025-04-08,28493,91793,2282.0,-10281.0,-63300,Forex,120286
AUD,2025-04-01,26211,102074,-1913.0,-3496.0,-75863,Forex,128285
AUD,2025-03-25,28124,105570,496.0,7493.0,-77446,Forex,133694
AUD,2025-03-18,27628,98077,-24543.0,-2320.0,-70449,Forex,125705
AUD,2025-03-11,52171,100397,-2980.0,-2987.0,-48226,Forex,152568
AUD,2025-03-04,55151,103384,4278.0,6931.0,-48233,Forex,158535
AUD,2025-02-25,50873,96453,3955.0,-7188.0,-45580,Forex,147326
AUD,2025-02-18,46918,103641,6550.0,-2312.0,-56723,Forex,150559
AUD,2025-02-11,40368,105953,5038.0,-4686.0,-65585,Forex,146321
AUD,2025-02-04,35330,110639,3134.0,6612.0,-75309,Forex,145969
AUD,2025-01-28,32196,104027,1017.0,1552.0,-71831,Forex,136223
AUD,2025-01-21,31179,102475,5044.0,-1291.0,-71296,Forex,133654
AUD,2025-01-14,26135,103766,-6981.0,-2783.0,-77631,Forex,129901
AUD,2025-01-07,33116,106549,-2132.0,-110.0,-73433,Forex,139665
