Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total
USOil,2024-04-02,392328,91431,15425.0,-7445.0,300897,Commodity,483759
USOil,2024-03-26,376903,98876,10887.0,10617.0,278027,Commodity,475779
USOil,2024-03-19,366016,88259,36698.0,-7271.0,277757,Commodity,454275
USOil,2024-03-12,329318,95530,-12843.0,-8119.0,233788,Commodity,424848
USOil,2024-03-05,342161,103649,-11835.0,-25557.0,238512,Commodity,445810
USOil,2024-02-27,353996,129206,30448.0,-2441.0,224790,Commodity,483202
USOil,2024-02-20,323548,131647,15474.0,-5355.0,191901,Commodity,455195
USOil,2024-02-13,308074,137002,4300.0,-4934.0,171072,Commodity,445076
USOil,2024-02-06,303774,141936,-31589.0,3237.0,161838,Commodity,445710
USOil,2024-01-30,335363,138699,4444.0,-8202.0,196664,Commodity,474062
USOil,2024-01-23,330919,146901,-5822.0,-27806.0,184018,Commodity,477820
USOil,2024-01-16,336741,174707,6433.0,14081.0,162034,Commodity,511448
USOil,2024-01-09,330308,160626,-10806.0,-16759.0,169682,Commodity,490934
USOil,2024-01-02,341114,177385,275.0,35830.0,163729,Commodity,518499
XAU,2024-12-31,282907,35628,-6509.0,-6159.0,247279,Commodity,318535
XAU,2024-12-24,289416,41787,-13562.0,850.0,247629,Commodity,331203
XAU,2024-12-17,302978,40937,-21354.0,-7809.0,262041,Commodity,343915
XAU,2024-12-10,324332,48746,16721.0,871.0,275586,Commodity,373078
XAU,2024-12-03,307611,47875,4210.0,-5188.0,259736,Commodity,355486
XAU,2024-11-26,303401,53063,-5953.0,-21924.0,250338,Commodity,356464
XAU,2024-11-19,309354,74987,-6871.0,-4787.0,234367,Commodity,384341
XAU,2024-11-12,316225,79774,-20591.0,-1713.0,236451,Commodity,395999
XAU,2024-11-05,336816,81487,-29820.0,-6496.0,255329,Commodity,418303
XAU,2024-10-29,366636,87983,-5177.0,12374.0,278653,Commodity,454619
XAU,2024-10-22,371813,75609,14319.0,4549.0,296204,Commodity,447422
XAU,2024-10-15,357494,71060,8603.0,349.0,286434,Commodity,428554
XAU,2024-10-08,348891,70711,-21160.0,591.0,278180,Commodity,419602
XAU,2024-10-01,370051,70120,-17521.0,-2062.0,299931,Commodity,440171
XAU,2024-09-24,387572,72182,17838.0,12514.0,315390,Commodity,459754
XAU,2024-09-17,369734,59668,29728.0,2163.0,310066,Commodity,429402
XAU,2024-09-10,340006,57505,849.0,5906.0,282501,Commodity,397511
XAU,2024-09-03,339157,51599,-4173.0,2714.0,287558,Commodity,390756
XAU,2024-08-27,343330,48885,-12221.0,-15413.0,294445,Commodity,392215
XAU,2024-08-20,355551,64298,26782.0,2793.0,291253,Commodity,419849
XAU,2024-08-13,328769,61505,30650.0,2135.0,267264,Commodity,390274
XAU,2024-08-06,298119,59370,-15245.0,-7393.0,238749,Commodity,357489
XAU,2024-07-30,313364,66763,-28236.0,-1763.0,246601,Commodity,380127
XAU,2024-07-23,341600,68526,-8227.0,3723.0,273074,Commodity,410126
XAU,2024-07-16,349827,64803,46784.0,16535.0,285024,Commodity,414630
XAU,2024-07-09,303043,48268,22926.0,9694.0,254775,Commodity,351311
XAU,2024-07-02,280117,38574,-4768.0,-82.0,241543,Commodity,318691
XAU,2024-06-25,284885,38656,-2262.0,-5407.0,246229,Commodity,323541
XAU,2024-06-18,287147,44063,10378.0,1220.0,243084,Commodity,331210
XAU,2024-06-11,276769,42843,-7797.0,-4421.0,233926,Commodity,319612
XAU,2024-06-04,284566,47264,-2171.0,-2888.0,237302,Commodity,331830
XAU,2024-05-28,286737,50152,-13992.0,-20771.0,236585,Commodity,336889
XAU,2024-05-21,300729,70923,23087.0,-2223.0,229806,Commodity,371652
XAU,2024-05-14,277642,73146,5498.0,569.0,204496,Commodity,350788
XAU,2024-05-07,272144,72577,-6706.0,-2063.0,199567,Commodity,344721
XAU,2024-04-30,278850,74640,-685.0,-2004.0,204210,Commodity,353490
XAU,2024-04-23,279535,76644,758.0,-210.0,202891,Commodity,356179
XAU,2024-04-16,278777,76854,-1022.0,-526.0,201923,Commodity,355631
XAU,2024-04-09,279799,77380,-1600.0,3231.0,202419,Commodity,357179
XAU,2024-04-02,281399,74149,15752.0,7796.0,207250,Commodity,355548
XAU,2024-03-26,265647,66353,-13085.0,-10777.0,199294,Commodity,332000
XAU,2024-03-19,278732,77130,-4330.0,-4330.0,201602,Commodity,355862
XAU,2024-03-12,283062,81460,18914.0,8605.0,201602,Commodity,364522
XAU,2024-03-05,264148,72855,49200.0,-457.0,191293,Commodity,337003
XAU,2024-02-27,214948,73312,3914.0,2540.0,141636,Commodity,288260
XAU,2024-02-20,211034,70772,-6471.0,-15565.0,140262,Commodity,281806
XAU,2024-02-13,217505,86337,-11118.0,19452.0,131168,Commodity,303842
XAU,2024-02-06,228623,66885,9401.0,-4546.0,161738,Commodity,295508
XAU,2024-01-30,219222,71431,-21878.0,-195.0,147791,Commodity,290653
XAU,2024-01-23,241100,71626,-21260.0,-10841.0,169474,Commodity,312726
XAU,2024-01-16,262360,82467,-9305.0,-584.0,179893,Commodity,344827
XAU,2024-01-09,271665,83051,-19041.0,-6.0,188614,Commodity,354716
XAU,2024-01-02,290706,83057,863.0,932.0,207649,Commodity,373763
CAD,2024-12-31,20884,196592,7382.0,6370.0,-175708,Forex,217476
CAD,2024-12-24,13502,190222,-5668.0,-11003.0,-176720,Forex,203724
CAD,2024-12-17,19170,201225,-9864.0,-9363.0,-182055,Forex,220395
CAD,2024-12-10,29034,210588,7338.0,29546.0,-181554,Forex,239622
CAD,2024-12-03,21696,181042,415.0,5759.0,-159346,Forex,202738
CAD,2024-11-26,21281,175283,-2623.0,-32187.0,-154002,Forex,196564
CAD,2024-11-19,23904,207470,1893.0,3070.0,-183566,Forex,231374
CAD,2024-11-12,22011,204400,-4805.0,2355.0,-182389,Forex,226411
CAD,2024-11-05,26816,202045,-583.0,7147.0,-175229,Forex,228861
CAD,2024-10-29,27399,194898,-1040.0,25828.0,-167499,Forex,222297
CAD,2024-10-22,28439,169070,-8279.0,9959.0,-140631,Forex,197509
CAD,2024-10-15,36718,159111,15075.0,48317.0,-122393,Forex,195829
CAD,2024-10-08,21643,110794,-3508.0,15640.0,-89151,Forex,132437
CAD,2024-10-01,25151,95154,-154.0,4260.0,-70003,Forex,120305
CAD,2024-09-24,25305,90894,3841.0,-3720.0,-65589,Forex,116199
CAD,2024-09-17,21464,94614,-2309.0,1888.0,-73150,Forex,116078
CAD,2024-09-10,23773,92726,-7687.0,-7278.0,-68953,Forex,116499
CAD,2024-09-03,31460,100004,12135.0,-29323.0,-68544,Forex,131464
CAD,2024-08-27,19325,129327,-203.0,-54611.0,-110002,Forex,148652
CAD,2024-08-20,19528,183938,-1140.0,-16341.0,-164410,Forex,203466
CAD,2024-08-13,20668,200279,-1325.0,-3346.0,-179611,Forex,220947
CAD,2024-08-06,21993,203625,-1733.0,-16364.0,-181632,Forex,225618
CAD,2024-07-30,23726,219989,-361.0,34299.0,-196263,Forex,243715
CAD,2024-07-23,24087,185690,-647.0,28483.0,-161603,Forex,209777
CAD,2024-07-16,24734,157207,4471.0,25732.0,-132473,Forex,181941
CAD,2024-07-09,20263,131475,-1587.0,-10727.0,-111212,Forex,151738
CAD,2024-07-02,21850,142202,-5940.0,-8000.0,-120352,Forex,164052
CAD,2024-06-25,27790,150202,5012.0,-20507.0,-122412,Forex,177992
CAD,2024-06-18,22778,170709,-14532.0,3906.0,-147931,Forex,193487
CAD,2024-06-11,37310,166803,-50.0,37804.0,-129493,Forex,204113
CAD,2024-06-04,37360,128999,61.0,5115.0,-91639,Forex,166359
CAD,2024-05-28,37299,123884,1900.0,-2339.0,-86585,Forex,161183
CAD,2024-05-21,35399,126223,1113.0,11634.0,-90824,Forex,161622
CAD,2024-05-14,34286,114589,1341.0,12423.0,-80303,Forex,148875
CAD,2024-05-07,32945,102166,-848.0,5172.0,-69221,Forex,135111
CAD,2024-04-30,33793,96994,-2080.0,-15329.0,-63201,Forex,130787
CAD,2024-04-23,35873,112323,-1194.0,-7559.0,-76450,Forex,148196
CAD,2024-04-16,37067,119882,2326.0,31756.0,-82815,Forex,156949
CAD,2024-04-09,34741,88126,-9479.0,-7317.0,-53385,Forex,122867
CAD,2024-04-02,44220,95443,6305.0,7238.0,-51223,Forex,139663
CAD,2024-03-26,37915,88205,-7846.0,5296.0,-50290,Forex,126120
CAD,2024-03-19,45761,82909,9797.0,16071.0,-37148,Forex,128670
CAD,2024-03-12,35964,66838,-6626.0,4411.0,-30874,Forex,102802
CAD,2024-03-05,42590,62427,1432.0,19891.0,-19837,Forex,105017
CAD,2024-02-27,41158,42536,4050.0,4565.0,-1378,Forex,83694
CAD,2024-02-20,37108,37971,1410.0,-3209.0,-863,Forex,75079
CAD,2024-02-13,35698,41180,2916.0,662.0,-5482,Forex,76878
CAD,2024-02-06,32782,40518,-6319.0,-971.0,-7736,Forex,73300
CAD,2024-01-30,39101,41489,4791.0,-1272.0,-2388,Forex,80590
CAD,2024-01-23,34310,42761,-4428.0,-9365.0,-8451,Forex,77071
CAD,2024-01-16,38738,52126,-3548.0,2460.0,-13388,Forex,90864
CAD,2024-01-09,42286,49666,-8609.0,-22360.0,-7380,Forex,91952
CAD,2024-01-02,50895,72026,9210.0,-4380.0,-21131,Forex,122921
CHF,2024-12-31,10507,43320,-2011.0,2420.0,-32813,Forex,53827
CHF,2024-12-24,12518,40900,-4354.0,2228.0,-28382,Forex,53418
CHF,2024-12-17,16872,38672,12076.0,-1116.0,-21800,Forex,55544
CHF,2024-12-10,4796,39788,-78.0,-6180.0,-34992,Forex,44584
CHF,2024-12-03,4874,45968,416.0,1834.0,-41094,Forex,50842
CHF,2024-11-26,4458,44134,422.0,3027.0,-39676,Forex,48592
CHF,2024-11-19,4036,41107,-1329.0,3048.0,-37071,Forex,45143
CHF,2024-11-12,5365,38059,-2742.0,-29.0,-32694,Forex,43424
CHF,2024-11-05,8107,38088,1015.0,-3002.0,-29981,Forex,46195
CHF,2024-10-29,7092,41090,1303.0,2647.0,-33998,Forex,48182
CHF,2024-10-22,5789,38443,-1045.0,5448.0,-32654,Forex,44232
CHF,2024-10-15,6834,32995,-785.0,2917.0,-26161,Forex,39829
CHF,2024-10-08,7619,30078,1069.0,674.0,-22459,Forex,37697
CHF,2024-10-01,6550,29404,-951.0,2613.0,-22854,Forex,35954
CHF,2024-09-24,7501,26791,-1078.0,1104.0,-19290,Forex,34292
CHF,2024-09-17,8579,25687,497.0,-3699.0,-17108,Forex,34266
CHF,2024-09-10,8082,29386,-740.0,-1318.0,-21304,Forex,37468
CHF,2024-09-03,8822,30704,-1051.0,-3781.0,-21882,Forex,39526
CHF,2024-08-27,9873,34485,2273.0,1171.0,-24612,Forex,44358
CHF,2024-08-20,7600,33314,-1555.0,2495.0,-25714,Forex,40914
CHF,2024-08-13,9155,30819,-415.0,-824.0,-21664,Forex,39974
CHF,2024-08-06,9570,31643,2056.0,-10391.0,-22073,Forex,41213
CHF,2024-07-30,7514,42034,1895.0,-5822.0,-34520,Forex,49548
CHF,2024-07-23,5619,47856,-872.0,-8428.0,-42237,Forex,53475
CHF,2024-07-16,6491,56284,1153.0,4858.0,-49793,Forex,62775
CHF,2024-07-09,5338,51426,-841.0,1804.0,-46088,Forex,56764
CHF,2024-07-02,6179,49622,-327.0,8059.0,-43443,Forex,55801
CHF,2024-06-25,6506,41563,32.0,-2301.0,-35057,Forex,48069
CHF,2024-06-18,6474,43864,-1224.0,-6697.0,-37390,Forex,50338
CHF,2024-06-11,7698,50561,-53.0,-2953.0,-42863,Forex,58259
CHF,2024-06-04,7751,53514,-1192.0,205.0,-45763,Forex,61265
CHF,2024-05-28,8943,53309,1255.0,4976.0,-44366,Forex,62252
CHF,2024-05-21,7688,48333,1042.0,580.0,-40645,Forex,56021
CHF,2024-05-14,6646,47753,-2591.0,-3271.0,-41107,Forex,54399
CHF,2024-05-07,9237,51024,-1803.0,-1802.0,-41787,Forex,60261
CHF,2024-04-30,11040,52826,1359.0,583.0,-41786,Forex,63866
CHF,2024-04-23,9681,52243,-4969.0,1381.0,-42562,Forex,61924
CHF,2024-04-16,14650,50862,-1976.0,2472.0,-36212,Forex,65512
CHF,2024-04-09,16626,48390,-4594.0,4800.0,-31764,Forex,65016
CHF,2024-04-02,21220,43590,4897.0,5299.0,-22370,Forex,64810
CHF,2024-03-26,16323,38291,3320.0,4788.0,-21968,Forex,54614
CHF,2024-03-19,13003,33503,1767.0,4397.0,-20500,Forex,46506
CHF,2024-03-12,11236,29106,-5699.0,-5380.0,-17870,Forex,40342
CHF,2024-03-05,16935,34486,1078.0,6648.0,-17551,Forex,51421
CHF,2024-02-27,15857,27838,2821.0,4879.0,-11981,Forex,43695
CHF,2024-02-20,13036,22959,347.0,4256.0,-9923,Forex,35995
CHF,2024-02-13,12689,18703,2098.0,2545.0,-6014,Forex,31392
CHF,2024-02-06,10591,16158,454.0,2117.0,-5567,Forex,26749
CHF,2024-01-30,10137,14041,88.0,-1179.0,-3904,Forex,24178
CHF,2024-01-23,10049,15220,-578.0,855.0,-5171,Forex,25269
CHF,2024-01-16,10627,14365,-417.0,-1071.0,-3738,Forex,24992
CHF,2024-01-09,11044,15436,310.0,-513.0,-4392,Forex,26480
CHF,2024-01-02,10734,15949,2312.0,4082.0,-5215,Forex,26683
GBP,2024-12-31,86202,65367,1644.0,132.0,20835,Forex,151569
GBP,2024-12-24,84558,65235,-3707.0,-1383.0,19323,Forex,149793
GBP,2024-12-17,88265,66618,-14498.0,-9020.0,21647,Forex,154883
GBP,2024-12-10,102763,75638,4707.0,-3092.0,27125,Forex,178401
GBP,2024-12-03,98056,78730,-403.0,1905.0,19326,Forex,176786
GBP,2024-11-26,98459,76825,-3254.0,15427.0,21634,Forex,175284
GBP,2024-11-19,101713,61398,-18279.0,-2544.0,40315,Forex,163111
GBP,2024-11-12,119992,63942,-745.0,-11711.0,56050,Forex,183934
GBP,2024-11-05,120737,75653,-11899.0,9373.0,45084,Forex,196390
GBP,2024-10-29,132636,66280,-7967.0,253.0,66356,Forex,198916
GBP,2024-10-22,140603,66027,-11320.0,-94.0,74576,Forex,206630
GBP,2024-10-15,151923,66121,-5743.0,1590.0,85802,Forex,218044
GBP,2024-10-08,157666,64531,-3803.0,-3173.0,93135,Forex,222197
GBP,2024-10-01,161469,67704,6144.0,-629.0,93765,Forex,229173
GBP,2024-09-24,155325,68333,30503.0,6490.0,86992,Forex,223658
GBP,2024-09-17,124822,61843,-17250.0,10059.0,62979,Forex,186665
GBP,2024-09-10,142072,51784,-18701.0,-911.0,90288,Forex,193856
GBP,2024-09-03,160773,52695,8610.0,-9537.0,108078,Forex,213468
GBP,2024-08-27,152163,62232,26529.0,4109.0,89931,Forex,214395
GBP,2024-08-20,125634,58123,23031.0,3332.0,67511,Forex,183757
GBP,2024-08-13,102603,54791,-23477.0,3110.0,47812,Forex,157394
GBP,2024-08-06,126080,51681,-39555.0,-2483.0,74399,Forex,177761
GBP,2024-07-30,165635,54164,-22854.0,7858.0,111471,Forex,219799
GBP,2024-07-23,188489,46306,5202.0,-4079.0,142183,Forex,234795
GBP,2024-07-16,183287,50385,47971.0,-241.0,132902,Forex,233672
GBP,2024-07-09,135316,50626,28563.0,5914.0,84690,Forex,185942
GBP,2024-07-02,106753,44712,4206.0,-13787.0,62041,Forex,151465
GBP,2024-06-25,102547,58499,-3373.0,200.0,44048,Forex,161046
GBP,2024-06-18,105920,58299,-4380.0,120.0,47621,Forex,164219
GBP,2024-06-11,110300,58179,8182.0,-729.0,52121,Forex,168479
GBP,2024-06-04,102118,58908,9077.0,-8731.0,43210,Forex,161026
GBP,2024-05-28,93041,67639,24503.0,154.0,25402,Forex,160680
GBP,2024-05-21,68538,67485,19864.0,-1264.0,1053,Forex,136023
GBP,2024-05-14,48674,68749,-3103.0,-4841.0,-20075,Forex,117423
GBP,2024-05-07,51777,73590,8109.0,932.0,-21813,Forex,125367
GBP,2024-04-30,43668,72658,-4791.0,-2034.0,-28990,Forex,116326
GBP,2024-04-23,48459,74692,-23341.0,11511.0,-26233,Forex,123151
GBP,2024-04-16,71800,63181,-8200.0,11433.0,8619,Forex,134981
GBP,2024-04-09,80000,51748,-18352.0,-3190.0,28252,Forex,131748
GBP,2024-04-02,98352,54938,7091.0,-1153.0,43414,Forex,153290
GBP,2024-03-26,91261,56091,-11344.0,6686.0,35170,Forex,147352
GBP,2024-03-19,102605,49405,-20680.0,-3429.0,53200,Forex,152010
GBP,2024-03-12,123285,52834,21006.0,8940.0,70451,Forex,176119
GBP,2024-03-05,102279,43894,10309.0,-1718.0,58385,Forex,146173
GBP,2024-02-27,91970,45612,4368.0,4322.0,46358,Forex,137582
GBP,2024-02-20,87602,41290,-2943.0,1217.0,46312,Forex,128892
GBP,2024-02-13,90545,40073,6609.0,-9388.0,50472,Forex,130618
GBP,2024-02-06,83936,49461,6437.0,6115.0,34475,Forex,133397
GBP,2024-01-30,77499,43346,4900.0,2184.0,34153,Forex,120845
GBP,2024-01-23,72599,41162,6369.0,5863.0,31437,Forex,113761
GBP,2024-01-16,66230,35299,5546.0,-4651.0,30931,Forex,101529
GBP,2024-01-09,60684,39950,-1110.0,-6639.0,20734,Forex,100634
GBP,2024-01-02,61794,46589,3044.0,1931.0,15205,Forex,108383
JPY,2024-12-31,96119,104562,161.0,10915.0,-8443,Forex,200681
JPY,2024-12-24,95958,93647,8750.0,12400.0,2311,Forex,189605
JPY,2024-12-17,87208,81247,-10730.0,9061.0,5961,Forex,168455
JPY,2024-12-10,97938,72186,4316.0,-19102.0,25752,Forex,170124
JPY,2024-12-03,93622,91288,6025.0,-18942.0,2334,Forex,184910
JPY,2024-11-26,87597,110230,8624.0,-15611.0,-22633,Forex,197827
JPY,2024-11-19,78973,125841,14935.0,-3099.0,-46868,Forex,204814
JPY,2024-11-12,64038,128940,3704.0,24439.0,-64902,Forex,192978
JPY,2024-11-05,60334,104501,-4591.0,14759.0,-44167,Forex,164835
JPY,2024-10-29,64925,89742,-14439.0,23149.0,-24817,Forex,154667
JPY,2024-10-22,79364,66593,-7321.0,14018.0,12771,Forex,145957
JPY,2024-10-15,86685,52575,3006.0,5424.0,34110,Forex,139260
JPY,2024-10-08,83679,47151,-11834.0,8410.0,36528,Forex,130830
JPY,2024-10-01,95513,38741,-9177.0,62.0,56772,Forex,134254
JPY,2024-09-24,104690,38679,7358.0,-1813.0,66011,Forex,143369
JPY,2024-09-17,97332,40492,-1562.0,-2632.0,56840,Forex,137824
JPY,2024-09-10,98894,43124,7103.0,-7551.0,55770,Forex,142018
JPY,2024-09-03,91791,50675,7486.0,-7762.0,41116,Forex,142466
JPY,2024-08-27,84305,58437,-4456.0,-6739.0,25868,Forex,142742
JPY,2024-08-20,88761,65176,1660.0,1179.0,23585,Forex,153937
JPY,2024-08-13,87101,63997,20932.0,-13526.0,23104,Forex,151098
JPY,2024-08-06,66169,77523,1153.0,-60953.0,-11354,Forex,143692
JPY,2024-07-30,65016,138476,626.0,-33022.0,-73460,Forex,203492
JPY,2024-07-23,64390,171498,17034.0,-26930.0,-107108,Forex,235888
JPY,2024-07-16,47356,198428,5835.0,-25126.0,-151072,Forex,245784
JPY,2024-07-09,41521,223554,4807.0,2617.0,-182033,Forex,265075
JPY,2024-07-02,36714,220937,2138.0,12461.0,-184223,Forex,257651
JPY,2024-06-25,34576,208476,5147.0,31294.0,-173900,Forex,243052
JPY,2024-06-18,29429,177182,-1334.0,7840.0,-147753,Forex,206611
JPY,2024-06-11,30763,169342,-9664.0,-3186.0,-138579,Forex,200105
JPY,2024-06-04,40427,172528,11862.0,-12076.0,-132101,Forex,212955
JPY,2024-05-28,28565,184604,-1049.0,10623.0,-156039,Forex,213169
JPY,2024-05-21,29614,173981,-5689.0,12496.0,-144367,Forex,203595
JPY,2024-05-14,35303,161485,313.0,-8427.0,-126182,Forex,196788
JPY,2024-05-07,34990,169912,-5445.0,-38911.0,-134922,Forex,204902
JPY,2024-04-30,40435,208823,-1991.0,-13522.0,-168388,Forex,249258
JPY,2024-04-23,42426,222345,-7037.0,7263.0,-179919,Forex,264771
JPY,2024-04-16,49463,215082,2188.0,5656.0,-165619,Forex,264545
JPY,2024-04-09,47275,209426,-7915.0,11006.0,-162151,Forex,256701
