Market_Names,Date,NonComm_Long,NonComm_Short,Change_Long,Change_Short,Net_Position,Market_Type,Total
US10,2024-12-31,543132,1196895,21763.0,84152.0,-653763,Bonds,1740027
US10,2024-12-24,521369,1112743,28840.0,-112703.0,-591374,Bonds,1634112
US10,2024-12-17,492529,1225446,53991.0,-88808.0,-732917,Bonds,1717975
US10,2024-12-10,438538,1314254,3627.0,-12558.0,-875716,Bonds,1752792
US10,2024-12-03,434911,1326812,7294.0,-27408.0,-891901,Bonds,1761723
US10,2024-11-26,427617,1354220,3108.0,22209.0,-926603,Bonds,1781837
US10,2024-11-19,424509,1332011,5349.0,97050.0,-907502,Bonds,1756520
US10,2024-11-12,419160,1234961,-32245.0,-34714.0,-815801,Bonds,1654121
US10,2024-11-05,451405,1269675,22327.0,-60586.0,-818270,Bonds,1721080
US10,2024-10-29,429078,1330261,-49753.0,3239.0,-901183,Bonds,1759339
US10,2024-10-22,478831,1327022,901.0,-15973.0,-848191,Bonds,1805853
US10,2024-10-15,477930,1342995,-11675.0,-106739.0,-865065,Bonds,1820925
US10,2024-10-08,489605,1449734,35525.0,-148235.0,-960129,Bonds,1939339
US10,2024-10-01,454080,1597969,-13748.0,104863.0,-1143889,Bonds,2052049
US10,2024-09-24,467828,1493106,36789.0,-31959.0,-1025278,Bonds,1960934
US10,2024-09-17,431039,1525065,21918.0,93839.0,-1094026,Bonds,1956104
US10,2024-09-10,409121,1431226,-21085.0,-1807.0,-1022105,Bonds,1840347
US10,2024-09-03,430206,1433033,8399.0,96789.0,-1002827,Bonds,1863239
US10,2024-08-27,421807,1336244,10178.0,-113497.0,-914437,Bonds,1758051
US10,2024-08-20,411629,1449741,-46492.0,131377.0,-1038112,Bonds,1861370
US10,2024-08-13,458121,1318364,16400.0,100435.0,-860243,Bonds,1776485
US10,2024-08-06,441721,1217929,26685.0,74423.0,-776208,Bonds,1659650
US10,2024-07-30,415036,1143506,27591.0,114132.0,-728470,Bonds,1558542
US10,2024-07-23,387445,1029374,8914.0,13357.0,-641929,Bonds,1416819
US10,2024-07-16,378531,1016017,-132402.0,87180.0,-637486,Bonds,1394548
US10,2024-07-09,510933,928837,34216.0,106744.0,-417904,Bonds,1439770
US10,2024-07-02,476717,822093,44090.0,69622.0,-345376,Bonds,1298810
US10,2024-06-25,432627,752471,14265.0,-33497.0,-319844,Bonds,1185098
US10,2024-06-18,418362,785968,-55180.0,4734.0,-367606,Bonds,1204330
US10,2024-06-11,473542,781234,26329.0,-120734.0,-307692,Bonds,1254776
US10,2024-06-04,447213,901968,-51107.0,15473.0,-454755,Bonds,1349181
US10,2024-05-28,498320,886495,4817.0,-7980.0,-388175,Bonds,1384815
US10,2024-05-21,493503,894475,-28848.0,24313.0,-400972,Bonds,1387978
US10,2024-05-14,522351,870162,66427.0,-67382.0,-347811,Bonds,1392513
US10,2024-05-07,455924,937544,4281.0,52936.0,-481620,Bonds,1393468
US10,2024-04-30,451643,884608,-94724.0,-15679.0,-432965,Bonds,1336251
US10,2024-04-23,546367,900287,12763.0,4644.0,-353920,Bonds,1446654
US10,2024-04-16,533604,895643,38694.0,-106152.0,-362039,Bonds,1429247
US10,2024-04-09,494910,1001795,49899.0,-13173.0,-506885,Bonds,1496705
US10,2024-04-02,445011,1014968,31985.0,23635.0,-569957,Bonds,1459979
US10,2024-03-26,413026,991333,-48040.0,-43743.0,-578307,Bonds,1404359
US10,2024-03-19,461066,1035076,3227.0,-26309.0,-574010,Bonds,1496142
US10,2024-03-12,457839,1061385,45581.0,-64131.0,-603546,Bonds,1519224
US10,2024-03-05,412258,1125516,-62271.0,-14595.0,-713258,Bonds,1537774
US10,2024-02-27,474529,1140111,-2483.0,-65967.0,-665582,Bonds,1614640
US10,2024-02-20,477012,1206078,-12593.0,-44046.0,-729066,Bonds,1683090
US10,2024-02-13,489605,1250124,21937.0,-46006.0,-760519,Bonds,1739729
US10,2024-02-06,467668,1296130,-9193.0,-39746.0,-828462,Bonds,1763798
US10,2024-01-30,476861,1335876,-3362.0,70975.0,-859015,Bonds,1812737
US10,2024-01-23,480223,1264901,58691.0,-46016.0,-784678,Bonds,1745124
US10,2024-01-16,421532,1310917,-48432.0,53933.0,-889385,Bonds,1732449
US10,2024-01-09,469964,1256984,74654.0,29011.0,-787020,Bonds,1726948
US10,2024-01-02,395310,1227973,-35253.0,-7574.0,-832663,Bonds,1623283
USOil,2024-12-31,380405,126081,6355.0,-942.0,254324,Commodity,506486
USOil,2024-12-24,374050,127023,15183.0,-1854.0,247027,Commodity,501073
USOil,2024-12-17,358867,128877,42651.0,2773.0,229990,Commodity,487744
USOil,2024-12-10,316216,126104,-6625.0,4727.0,190112,Commodity,442320
USOil,2024-12-03,322841,121377,8323.0,7266.0,201464,Commodity,444218
USOil,2024-11-26,314518,114111,3863.0,-2679.0,200407,Commodity,428629
USOil,2024-11-19,310655,116790,-2849.0,-9808.0,193865,Commodity,427445
USOil,2024-11-12,313504,126598,-410.0,8772.0,186906,Commodity,440102
USOil,2024-11-05,313914,117826,28918.0,-15293.0,196088,Commodity,431740
USOil,2024-10-29,284996,133119,8276.0,30130.0,151877,Commodity,418115
USOil,2024-10-22,276720,102989,-7303.0,3369.0,173731,Commodity,379709
USOil,2024-10-15,284023,99620,-19800.0,-13566.0,184403,Commodity,383643
USOil,2024-10-08,303823,113186,8929.0,-22100.0,190637,Commodity,417009
USOil,2024-10-01,294894,135286,3465.0,2454.0,159608,Commodity,430180
USOil,2024-09-24,291429,132832,20877.0,7608.0,158597,Commodity,424261
USOil,2024-09-17,270552,125224,-21040.0,-26354.0,145328,Commodity,395776
USOil,2024-09-10,291592,151578,-796.0,36225.0,140014,Commodity,443170
USOil,2024-09-03,292388,115353,-11086.0,38578.0,177035,Commodity,407741
USOil,2024-08-27,303474,76775,8578.0,4167.0,226699,Commodity,380249
USOil,2024-08-20,294896,72608,-3302.0,5953.0,222288,Commodity,367504
USOil,2024-08-13,298198,66655,-7544.0,-16745.0,231543,Commodity,364853
USOil,2024-08-06,305742,83400,-9871.0,13280.0,222342,Commodity,389142
USOil,2024-07-30,315613,70120,-39998.0,-9493.0,245493,Commodity,385733
USOil,2024-07-23,355611,79613,-20816.0,-9213.0,275998,Commodity,435224
USOil,2024-07-16,376427,88826,7198.0,3491.0,287601,Commodity,465253
USOil,2024-07-09,369229,85335,744.0,-3204.0,283894,Commodity,454564
USOil,2024-07-02,368485,88539,7386.0,-1315.0,279946,Commodity,457024
USOil,2024-06-25,361099,89854,22437.0,-1959.0,271245,Commodity,450953
USOil,2024-06-18,338662,91813,20479.0,7114.0,246849,Commodity,430475
USOil,2024-06-11,318183,84699,-15298.0,-38077.0,233484,Commodity,402882
USOil,2024-06-04,333481,122776,-11138.0,22083.0,210705,Commodity,456257
USOil,2024-05-28,344619,100693,12267.0,-12359.0,243926,Commodity,445312
USOil,2024-05-21,332352,113052,1957.0,-14300.0,219300,Commodity,445404
USOil,2024-05-14,330395,127352,-30138.0,-17737.0,203043,Commodity,457747
USOil,2024-05-07,360533,145089,-32249.0,17768.0,215444,Commodity,505622
USOil,2024-04-30,392782,127321,11304.0,10679.0,265461,Commodity,520103
USOil,2024-04-23,381478,116642,-30509.0,-4883.0,264836,Commodity,498120
USOil,2024-04-16,411987,121525,8190.0,14865.0,290462,Commodity,533512
USOil,2024-04-09,403797,106660,11469.0,15229.0,297137,Commodity,510457
